"","date","Station","Elev","Temp","MxTp","MnTp","DewP","RH","Spd","Dir","Gst","Pcp1","Pcp24","PcpAc","Sno24","SWE24","SnoHt","SWE"
"2137",2021-10-26,"Shed 4",4557,39,42,37,30,70,3,215,12,NA,NA,NA,0,NA,0,NA
"2138",2021-10-27,"Shed 4",4557,36,40,36,34,92,2,294,12,NA,NA,NA,0,NA,0,NA
"2139",2021-10-28,"Shed 4",4557,39,40,36,28,63,3,202,9,NA,NA,NA,0,NA,0,NA
"2140",2021-10-29,"Shed 4",4557,47,48,38,46,96,2,245,6,NA,NA,NA,0,NA,0,NA
"2141",2021-10-30,"Shed 4",4557,29,49,29,25,83,3,289,9,NA,NA,NA,0,NA,0,NA
"2142",2021-11-02,"Shed 4",4557,20,36,13,18,93,0,NA,2,NA,NA,NA,0,NA,0,NA
"2143",2021-11-03,"Shed 4",4557,31,32,19,28,89,1,316,4,NA,NA,NA,0,NA,0,NA
"2144",2021-11-04,"Shed 4",4557,31,46,31,30,95,1,345,7,NA,NA,NA,0,NA,0,NA
"2145",2021-11-05,"Shed 4",4557,40,48,28,36,84,3,259,11,NA,NA,NA,0,NA,0,NA
"2146",2021-11-06,"Shed 4",4557,36,45,36,35,95,2,195,7,NA,NA,NA,0,NA,0,NA
"2147",2021-11-07,"Shed 4",4557,29,37,29,27,93,1,316,10,NA,NA,NA,0.9,NA,0.9,NA
"2148",2021-11-08,"Shed 4",4557,29,30,27,26,90,2,276,6,NA,NA,NA,1.4,NA,2.3,NA
"2149",2021-11-09,"Shed 4",4557,17,34,17,15,92,1,290,4,NA,NA,NA,-0.6,NA,1.7,NA
"2150",2021-11-10,"Shed 4",4557,29,36,17,25,83,2,240,10,NA,NA,NA,-0.2,NA,1.5,NA
"2151",2021-11-11,"Shed 4",4557,25,33,25,20,80,1,252,5,NA,NA,NA,2,NA,3.5,NA
"2152",2021-11-12,"Shed 4",4557,30,33,24,29,95,1,56,4,NA,NA,NA,-0.6,NA,2.9,NA
"2153",2021-11-13,"Shed 4",4557,36,43,30,30,80,3,236,13,NA,NA,NA,-2,NA,0.9,NA
"2154",2021-11-14,"Shed 4",4557,33,38,32,33,100,3,188,9,NA,NA,NA,1.9,NA,2.8,NA
"2155",2021-11-15,"Shed 4",4557,46,46,33,35,64,4,282,23,NA,NA,NA,-2.8,NA,0,NA
"2156",2021-11-16,"Shed 4",4557,29,53,29,17,60,5,204,18,NA,NA,NA,0,NA,0,NA
"2157",2021-11-17,"Shed 4",4557,16,29,16,14,90,1,312,5,NA,NA,NA,0.3,NA,0.3,NA
"2158",2021-11-18,"Shed 4",4557,12,27,12,10,90,0,303,3,NA,NA,NA,-0.2,NA,0.1,NA
"2159",2021-11-19,"Shed 4",4557,30,35,10,29,95,1,197,5,NA,NA,NA,1.1,NA,1.2,NA
"2160",2021-11-20,"Shed 4",4557,29,33,27,26,87,2,300,10,NA,NA,NA,-0.0999999999999999,NA,1.1,NA
"2161",2021-11-21,"Shed 4",4557,30,31,29,22,71,2,311,11,NA,NA,NA,-0.2,NA,0.9,NA
"2162",2021-11-22,"Shed 4",4557,33,38,30,21,62,1,327,5,NA,NA,NA,0,NA,0.9,NA
"2163",2021-11-23,"Shed 4",4557,37,48,30,24,58,2,282,9,NA,NA,NA,-0.4,NA,0.5,NA
"2164",2021-11-24,"Shed 4",4557,28,37,25,25,89,2,225,7,NA,NA,NA,3.4,NA,3.9,NA
"2165",2021-11-25,"Shed 4",4557,31,31,26,21,66,2,307,9,NA,NA,NA,-0.6,NA,3.3,NA
"2166",2021-11-26,"Shed 4",4557,36,41,31,28,73,2,227,10,NA,NA,NA,-0.5,NA,2.8,NA
"2167",2021-11-27,"Shed 4",4557,37,37,33,30,75,2,266,8,NA,NA,NA,0.1,NA,2.9,NA
"2168",2021-11-28,"Shed 4",4557,41,42,37,41,100,2,304,6,NA,NA,NA,-1.7,NA,1.2,NA
"2169",2021-11-29,"Shed 4",4557,39,50,39,38,96,1,305,5,NA,NA,NA,-1.2,NA,0,NA
"2170",2021-11-30,"Shed 4",4557,40,40,35,29,65,3,296,10,NA,NA,NA,0,NA,0,NA
"2171",2021-12-01,"Shed 4",4557,49,49,37,40,72,5,180,20,NA,NA,NA,0,NA,0,NA
"2172",2021-12-02,"Shed 4",4557,49,53,47,31,49,3,206,17,NA,NA,NA,0,NA,0,NA
"2173",2021-12-03,"Shed 4",4557,36,49,35,24,61,1,262,6,NA,NA,NA,0,NA,0,NA
"2174",2021-12-04,"Shed 4",4557,26,37,26,25,94,0,NA,3,NA,NA,NA,0.2,NA,0.2,NA
"2175",2021-12-05,"Shed 4",4557,22,33,22,15,75,2,284,11,NA,NA,NA,7.8,NA,8,NA
"2176",2021-12-06,"Shed 4",4557,16,22,15,6,64,2,234,9,NA,NA,NA,-1.5,NA,6.5,NA
"2177",2021-12-07,"Shed 4",4557,20,20,15,17,86,3,200,10,NA,NA,NA,1.4,NA,7.9,NA
"2178",2021-12-08,"Shed 4",4557,35,36,20,33,91,2,308,10,NA,NA,NA,-0.300000000000001,NA,7.6,NA
"2179",2021-12-09,"Shed 4",4557,21,35,21,14,75,2,277,8,NA,NA,NA,0.6,NA,8.2,NA
"2180",2021-12-10,"Shed 4",4557,20,24,20,17,87,1,297,6,NA,NA,NA,-0.999999999999999,NA,7.2,NA
"2181",2021-12-11,"Shed 4",4557,27,28,17,22,82,1,292,8,NA,NA,NA,3.3,NA,10.5,NA
"2182",2021-12-12,"Shed 4",4557,31,32,27,29,93,2,173,8,NA,NA,NA,7.9,NA,18.4,NA
"2183",2021-12-13,"Shed 4",4557,22,31,22,20,92,0,NA,5,NA,NA,NA,1.7,NA,20.1,NA
"2184",2021-12-14,"Shed 4",4557,28,28,22,27,94,0,NA,3,NA,NA,NA,-0.600000000000001,NA,19.5,NA
"2185",2021-12-16,"Shed 4",4557,9,22,9,6,88,0,345,2,NA,NA,NA,-0.800000000000001,NA,18.7,NA
"2186",2021-12-17,"Shed 4",4557,-4,23,-4,-8,81,1,342,2,NA,NA,NA,4.2,NA,22.9,NA
"2187",2021-12-18,"Shed 4",4557,7,10,-9,4,87,1,4,3,NA,NA,NA,-2.5,NA,20.4,NA
"2188",2021-12-19,"Shed 4",4557,31,33,7,30,94,0,NA,0,NA,NA,NA,4.6,NA,25,NA
"2189",2021-12-20,"Shed 4",4557,6,31,6,3,86,0,NA,0,NA,NA,NA,-0.800000000000001,NA,24.2,NA
"2190",2021-12-21,"Shed 4",4557,20,21,5,16,84,0,NA,0,NA,NA,NA,1.5,NA,25.7,NA
"2191",2021-12-22,"Shed 4",4557,31,33,18,27,85,2,288,12,NA,NA,NA,0.400000000000002,NA,26.1,NA
"2192",2021-12-23,"Shed 4",4557,31,33,30,30,94,1,168,6,NA,NA,NA,2.7,NA,28.8,NA
"2193",2021-12-24,"Shed 4",4557,10,34,10,7,87,3,167,9,NA,NA,NA,1.2,NA,30,NA
"2194",2021-12-25,"Shed 4",4557,-5,10,-5,-9,81,3,350,8,NA,NA,NA,3.2,NA,33.2,NA
"2195",2021-12-26,"Shed 4",4557,-10,-4,-10,-16,75,1,50,5,NA,NA,NA,0.199999999999996,NA,33.4,NA
"2196",2021-12-27,"Shed 4",4557,-16,-10,-17,-22,74,1,130,5,NA,NA,NA,-1.2,NA,32.2,NA
"2197",2021-12-28,"Shed 4",4557,9,10,-16,4,79,1,237,7,NA,NA,NA,-0.800000000000004,NA,31.4,NA
"2198",2021-12-29,"Shed 4",4557,-11,12,-11,-16,78,1,350,5,NA,NA,NA,-0.899999999999999,NA,30.5,NA
"2199",2021-12-30,"Shed 4",4557,10,10,-12,5,81,2,221,9,NA,NA,NA,-0.5,NA,30,NA
"2200",2021-12-31,"Shed 4",4557,-6,12,-6,-12,73,2,288,10,NA,NA,NA,-0.5,NA,29.5,NA
"2201",2022-01-01,"Shed 4",4557,-7,0,-16,-11,81,1,11,5,NA,NA,NA,-0.699999999999999,NA,28.8,NA
"2202",2022-01-02,"Shed 4",4557,9,16,-7,5,85,1,337,3,NA,NA,NA,-0.699999999999999,NA,28.1,NA
"2203",2022-01-03,"Shed 4",4557,14,24,6,12,91,0,308,2,NA,NA,NA,-0.600000000000001,NA,27.5,NA
"2204",2022-01-04,"Shed 4",4557,-9,30,-9,-15,76,1,38,7,NA,NA,NA,3.1,NA,30.6,NA
"2205",2022-01-05,"Shed 4",4557,-12,-6,-12,-17,76,1,355,6,NA,NA,NA,1.9,NA,32.5,NA
"2206",2022-01-06,"Shed 4",4557,-5,-3,-15,-9,81,0,NA,2,NA,NA,NA,-0.899999999999999,NA,31.6,NA
"2207",2022-01-07,"Shed 4",4557,30,30,-5,29,95,1,324,6,NA,NA,NA,11.2,NA,42.8,NA
"2208",2022-01-08,"Shed 4",4557,23,34,23,16,75,5,226,19,NA,NA,NA,1.5,NA,44.3,NA
"2209",2022-01-09,"Shed 4",4557,25,25,21,20,80,2,242,10,NA,NA,NA,-2.9,NA,41.4,NA
"2210",2022-01-10,"Shed 4",4557,13,32,13,11,92,0,NA,3,NA,NA,NA,-1.7,NA,39.7,NA
"2211",2022-01-11,"Shed 4",4557,33,33,10,26,76,3,269,10,NA,NA,NA,-1,NA,38.7,NA
"2212",2022-01-12,"Shed 4",4557,36,36,31,33,89,3,295,9,NA,NA,NA,-0.800000000000004,NA,37.9,NA
"2213",2022-01-13,"Shed 4",4557,32,41,32,29,90,1,313,3,NA,NA,NA,-3,NA,34.9,NA
"2214",2022-01-14,"Shed 4",4557,27,42,27,25,91,1,248,3,NA,NA,NA,-1.8,NA,33.1,NA
"2215",2022-01-15,"Shed 4",4557,35,36,27,26,69,3,278,13,NA,NA,NA,-0.5,NA,32.6,NA
"2216",2022-01-16,"Shed 4",4557,29,42,29,22,76,2,276,10,NA,NA,NA,-1,NA,31.6,NA
"2217",2022-01-17,"Shed 4",4557,39,40,26,27,61,3,267,12,NA,NA,NA,-0.300000000000001,NA,31.3,NA
"2218",2022-01-18,"Shed 4",4557,16,45,16,8,71,4,235,12,NA,NA,NA,-1.4,NA,29.9,NA
"2219",2022-01-19,"Shed 4",4557,7,16,6,2,78,1,179,3,NA,NA,NA,0.100000000000001,NA,30,NA
"2220",2022-01-20,"Shed 4",4557,32,32,7,24,72,2,261,10,NA,NA,NA,0.100000000000001,NA,30.1,NA
"2221",2022-01-21,"Shed 4",4557,30,35,30,29,94,0,106,5,NA,NA,NA,2,NA,32.1,NA
"2222",2022-01-22,"Shed 4",4557,29,32,29,26,88,5,182,8,NA,NA,NA,-0.200000000000003,NA,31.9,NA
"2223",2022-01-23,"Shed 4",4557,23,34,23,21,92,1,13,7,NA,NA,NA,-0.0999999999999979,NA,31.8,NA
"2224",2022-01-24,"Shed 4",4557,19,38,19,17,92,0,NA,2,NA,NA,NA,-0.300000000000001,NA,31.5,NA
"2225",2022-01-25,"Shed 4",4557,21,30,19,19,93,0,NA,0,NA,NA,NA,3.1,NA,34.6,NA
"2226",2022-01-26,"Shed 4",4557,19,31,18,16,87,1,252,6,NA,NA,NA,-1.2,NA,33.4,NA
"2227",2022-01-27,"Shed 4",4557,12,28,12,9,89,0,332,5,NA,NA,NA,-0.299999999999997,NA,33.1,NA
"2228",2022-01-28,"Shed 4",4557,10,27,10,8,90,1,348,6,NA,NA,NA,-0.300000000000004,NA,32.8,NA
"2229",2022-01-29,"Shed 4",4557,8,35,8,5,89,1,296,3,NA,NA,NA,-0.0999999999999943,NA,32.7,NA
"2230",2022-01-30,"Shed 4",4557,34,36,9,14,43,4,198,15,NA,NA,NA,-0.300000000000004,NA,32.4,NA
"2231",2022-01-31,"Shed 4",4557,30,39,30,26,85,3,222,16,NA,NA,NA,4.5,NA,36.9,NA
"2232",2022-02-01,"Shed 4",4557,7,30,7,4,87,1,324,2,NA,NA,NA,3.4,NA,40.3,NA
"2233",2022-02-02,"Shed 4",4557,-13,7,-13,-18,78,1,319,2,NA,NA,NA,-2,NA,38.3,NA
"2234",2022-02-03,"Shed 4",4557,6,6,-18,3,87,1,238,7,NA,NA,NA,-0.699999999999996,NA,37.6,NA
"2235",2022-02-04,"Shed 4",4557,28,28,6,24,85,2,244,11,NA,NA,NA,2,NA,39.6,NA
"2236",2022-02-05,"Shed 4",4557,31,35,28,27,84,3,210,14,NA,NA,NA,5,NA,44.6,NA
"2237",2022-02-06,"Shed 4",4557,27,34,24,23,86,1,298,4,NA,NA,NA,-1.2,NA,43.4,NA
"2238",2022-02-07,"Shed 4",4557,35,38,27,19,52,2,298,7,NA,NA,NA,-0.799999999999997,NA,42.6,NA
"2239",2022-02-08,"Shed 4",4557,32,46,31,19,59,2,244,9,NA,NA,NA,-1.9,NA,40.7,NA
"2240",2022-02-09,"Shed 4",4557,34,38,32,26,72,3,217,14,NA,NA,NA,-0.600000000000001,NA,40.1,NA
"2241",2022-02-10,"Shed 4",4557,42,43,34,32,66,4,241,19,NA,NA,NA,-1.1,NA,39,NA
"2242",2022-02-11,"Shed 4",4557,29,47,28,22,76,1,333,5,NA,NA,NA,-2.8,NA,36.2,NA
"2243",2022-02-12,"Shed 4",4557,24,31,20,14,65,1,4,5,NA,NA,NA,-0.200000000000003,NA,36,NA
"2244",2022-02-13,"Shed 4",4557,23,40,21,15,71,1,335,4,NA,NA,NA,-0.200000000000003,NA,35.8,NA
"2245",2022-02-14,"Shed 4",4557,22,45,22,16,76,1,318,5,NA,NA,NA,-0.699999999999996,NA,35.1,NA
"2246",2022-02-15,"Shed 4",4557,30,45,21,27,90,1,309,4,NA,NA,NA,-0.100000000000001,NA,35,NA
"2247",2022-02-16,"Shed 4",4557,23,32,23,20,87,3,243,10,NA,NA,NA,4,NA,39,NA
"2248",2022-02-17,"Shed 4",4557,28,28,17,17,64,4,219,14,NA,NA,NA,-1.2,NA,37.8,NA
"2249",2022-02-18,"Shed 4",4557,37,37,28,27,66,4,211,14,NA,NA,NA,-0.299999999999997,NA,37.5,NA
"2250",2022-02-19,"Shed 4",4557,37,39,36,25,62,3,276,16,NA,NA,NA,-0.5,NA,37,NA
"2251",2022-02-20,"Shed 4",4557,28,43,28,26,92,3,101,16,NA,NA,NA,4.1,NA,41.1,NA
"2252",2022-02-21,"Shed 4",4557,-6,28,-6,-13,70,3,194,10,NA,NA,NA,2.7,NA,43.8,NA
"2253",2022-02-22,"Shed 4",4557,-12,-4,-12,-21,63,4,181,12,NA,NA,NA,-1.59999999999999,NA,42.2,NA
"2254",2022-02-23,"Shed 4",4557,-25,-6,-25,-31,72,0,NA,1,NA,NA,NA,-0.600000000000001,NA,41.6,NA
"2255",2022-02-24,"Shed 4",4557,0,6,-27,-4,83,1,344,7,NA,NA,NA,-0.200000000000003,NA,41.4,NA
"2256",2022-02-25,"Shed 4",4557,8,15,0,5,87,4,189,9,NA,NA,NA,0,NA,41.4,NA
"2257",2022-02-26,"Shed 4",4557,14,18,8,10,82,3,204,8,NA,NA,NA,-0.100000000000001,NA,41.3,NA
"2258",2022-02-27,"Shed 4",4557,29,31,14,11,46,2,301,7,NA,NA,NA,-0.299999999999997,NA,41,NA
"2259",2022-02-28,"Shed 4",4557,32,35,22,31,96,0,NA,0,NA,NA,NA,4.8,NA,45.8,NA
"2260",2022-03-01,"Shed 4",4557,36,36,32,36,100,2,295,5,NA,NA,NA,-1.9,NA,43.9,NA
"2261",2022-03-02,"Shed 4",4557,35,40,35,35,100,1,198,5,NA,NA,NA,-3.4,NA,40.5,NA
"2262",2022-03-03,"Shed 4",4557,33,42,33,33,100,0,NA,1,NA,NA,NA,-1.8,NA,38.7,NA
"2263",2022-03-04,"Shed 4",4557,23,39,22,21,91,1,202,5,NA,NA,NA,1.7,NA,40.4,NA
"2264",2022-03-05,"Shed 4",4557,20,27,20,16,83,1,306,4,NA,NA,NA,-0.399999999999999,NA,40,NA
"2265",2022-03-06,"Shed 4",4557,20,29,20,17,89,1,330,2,NA,NA,NA,-1.8,NA,38.2,NA
"2266",2022-03-07,"Shed 4",4557,20,27,16,13,75,2,209,9,NA,NA,NA,0.0999999999999943,NA,38.3,NA
"2267",2022-03-08,"Shed 4",4557,14,32,14,8,77,5,187,16,NA,NA,NA,2.6,NA,40.9,NA
"2268",2022-03-09,"Shed 4",4557,-6,14,-6,-10,82,0,NA,6,NA,NA,NA,-1.1,NA,39.8,NA
"2269",2022-03-10,"Shed 4",4557,6,14,-6,-1,71,1,201,5,NA,NA,NA,-0.199999999999996,NA,39.6,NA
"2270",2022-03-11,"Shed 4",4557,20,23,6,12,70,2,202,9,NA,NA,NA,-0.200000000000003,NA,39.4,NA
"2271",2022-03-12,"Shed 4",4557,31,35,20,29,92,2,302,5,NA,NA,NA,1.5,NA,40.9,NA
"2272",2022-03-13,"Shed 4",4557,32,45,30,22,66,1,287,4,NA,NA,NA,-2.3,NA,38.6,NA
"2273",2022-03-14,"Shed 4",4557,35,36,32,27,72,3,140,16,NA,NA,NA,0.100000000000001,NA,38.7,NA
"2274",2022-03-15,"Shed 4",4557,36,42,34,34,92,2,289,9,NA,NA,NA,-0.800000000000004,NA,37.9,NA
"2275",2022-03-16,"Shed 4",4557,30,38,30,28,92,2,244,7,NA,NA,NA,3.3,NA,41.2,NA
"2276",2022-03-17,"Shed 4",4557,32,36,30,25,74,3,208,9,NA,NA,NA,-1.7,NA,39.5,NA
"2277",2022-03-19,"Shed 4",4557,34,40,34,26,73,2,224,7,NA,NA,NA,-1.6,NA,37.9,NA
"2278",2022-03-20,"Shed 4",4557,29,47,29,22,73,3,302,12,NA,NA,NA,-1.3,NA,36.6,NA
"2279",2022-03-21,"Shed 4",4557,30,33,28,18,61,4,205,15,NA,NA,NA,0,NA,36.6,NA
"2280",2022-03-22,"Shed 4",4557,33,35,30,24,70,2,238,7,NA,NA,NA,0,NA,36.6,NA
"2281",2022-03-23,"Shed 4",4557,37,44,30,31,78,2,217,6,NA,NA,NA,-1.7,NA,34.9,NA
"2282",2022-03-24,"Shed 4",4557,36,54,36,34,93,2,302,6,NA,NA,NA,-2.3,NA,32.6,NA
"2283",2022-03-25,"Shed 4",4557,25,38,25,23,90,0,332,1,NA,NA,NA,1.2,NA,33.8,NA
"2284",2022-03-26,"Shed 4",4557,27,49,24,25,90,0,NA,1,NA,NA,NA,-1.5,NA,32.3,NA
"2285",2022-03-27,"Shed 4",4557,28,51,27,25,90,0,NA,1,NA,NA,NA,-1.4,NA,30.9,NA
"2286",2022-03-28,"Shed 4",4557,31,57,28,28,87,1,283,3,NA,NA,NA,-2,NA,28.9,NA
"2287",2022-03-29,"Shed 4",4557,30,55,30,25,80,2,254,9,NA,NA,NA,-2,NA,26.9,NA
"2288",2022-03-30,"Shed 4",4557,23,42,23,20,89,0,NA,2,NA,NA,NA,-0.899999999999999,NA,26,NA
"2289",2022-03-31,"Shed 4",4557,33,46,22,25,72,2,232,9,NA,NA,NA,-0.899999999999999,NA,25.1,NA
"2290",2022-04-01,"Shed 4",4557,32,36,30,21,63,3,231,10,NA,NA,NA,0,NA,25.1,NA
"2291",2022-04-02,"Shed 4",4557,25,39,25,21,85,1,258,3,NA,NA,NA,0.399999999999999,NA,25.5,NA
"2292",2022-04-03,"Shed 4",4557,28,37,25,25,87,2,312,5,NA,NA,NA,1.8,NA,27.3,NA
"2293",2022-04-04,"Shed 4",4557,38,45,27,24,56,2,256,10,NA,NA,NA,-2.5,NA,24.8,NA
"2294",2022-04-05,"Shed 4",4557,28,38,27,20,70,3,216,14,NA,NA,NA,3,NA,27.8,NA
"2295",2022-04-06,"Shed 4",4557,29,32,26,24,80,2,241,9,NA,NA,NA,0.300000000000001,NA,28.1,NA
"2296",2022-04-07,"Shed 4",4557,20,40,20,17,87,0,NA,1,NA,NA,NA,-1.5,NA,26.6,NA
"2297",2022-04-08,"Shed 4",4557,29,50,19,23,79,0,NA,5,NA,NA,NA,-1.2,NA,25.4,NA
"2298",2022-04-10,"Shed 4",4557,25,33,24,21,86,1,315,7,NA,NA,NA,0.800000000000001,NA,26.2,NA
"2299",2022-04-11,"Shed 4",4557,20,33,20,13,73,3,212,8,NA,NA,NA,-1.7,NA,24.5,NA
"2300",2022-04-12,"Shed 4",4557,14,24,14,10,83,5,210,17,NA,NA,NA,-0.300000000000001,NA,24.2,NA
"2301",2022-04-13,"Shed 4",4557,10,17,10,2,70,2,212,10,NA,NA,NA,0,NA,24.2,NA
"2302",2022-04-14,"Shed 4",4557,12,18,9,4,69,2,309,10,NA,NA,NA,-0.300000000000001,NA,23.9,NA
"2303",2022-04-15,"Shed 4",4557,12,21,12,8,85,0,NA,5,NA,NA,NA,-0.0999999999999979,NA,23.8,NA
"2304",2022-04-16,"Shed 4",4557,5,29,5,2,88,0,NA,2,NA,NA,NA,0,NA,23.8,NA
"2305",2022-04-17,"Shed 4",4557,21,27,5,19,91,0,NA,4,NA,NA,NA,0.800000000000001,NA,24.6,NA
"2306",2022-04-18,"Shed 4",4557,12,33,12,10,91,0,329,1,NA,NA,NA,0,NA,24.6,NA
"2307",2022-04-19,"Shed 4",4557,34,46,11,31,88,3,251,13,NA,NA,NA,-0.900000000000002,NA,23.7,NA
"2308",2022-04-20,"Shed 4",4557,30,39,29,19,63,1,272,5,NA,NA,NA,1.2,NA,24.9,NA
"2309",2022-04-21,"Shed 4",4557,30,39,29,21,70,1,343,5,NA,NA,NA,-0.899999999999999,NA,24,NA
"2310",2022-04-22,"Shed 4",4557,31,48,30,30,96,1,331,2,NA,NA,NA,-1.1,NA,22.9,NA
"2311",2022-04-26,"Shed 4",4557,30,56,26,26,85,1,314,3,NA,NA,NA,-6.8,NA,16.1,NA
"2312",2022-04-27,"Shed 4",4557,34,52,30,22,61,2,300,10,NA,NA,NA,-1.5,NA,14.6,NA
"2313",2022-04-28,"Shed 4",4557,31,43,31,24,76,1,306,3,NA,NA,NA,-1.4,NA,13.2,NA
"2314",2022-04-29,"Shed 4",4557,32,46,31,26,78,1,330,2,NA,NA,NA,-1.5,NA,11.7,NA
"2315",2022-04-30,"Shed 4",4557,26,47,26,23,89,0,NA,1,NA,NA,NA,-1.1,NA,10.6,NA
"2316",2022-05-02,"Shed 4",4557,30,49,30,29,94,0,NA,4,NA,NA,NA,-3.7,NA,6.9,NA
"2317",2022-05-03,"Shed 4",4557,32,58,29,29,88,0,305,1,NA,NA,NA,-2.4,NA,4.5,NA
"2318",2022-05-04,"Shed 4",4557,42,58,31,34,72,2,273,8,NA,NA,NA,-1.8,NA,2.7,NA
"2319",2022-05-05,"Shed 4",4557,36,56,36,33,87,0,312,2,NA,NA,NA,-2.4,NA,0.3,NA
"2320",2022-05-06,"Shed 4",4557,39,69,35,35,84,3,309,9,NA,NA,NA,-0.3,NA,0,NA
"2321",2022-05-07,"Shed 4",4557,37,49,37,37,100,3,194,8,NA,NA,NA,0,NA,0,NA
"2322",2022-05-08,"Shed 4",4557,32,41,32,32,98,1,188,7,NA,NA,NA,0.1,NA,0.1,NA
"2323",2022-05-09,"Shed 4",4557,30,38,30,26,83,2,330,5,NA,NA,NA,-0.1,NA,0,NA
"2324",2022-05-10,"Shed 4",4557,33,35,30,29,85,2,295,8,NA,NA,NA,0,NA,0,NA
"2325",2022-05-11,"Shed 4",4557,26,43,26,25,94,0,NA,2,NA,NA,NA,0,NA,0,NA
"2326",2022-05-12,"Shed 4",4557,30,52,25,25,82,1,277,3,NA,NA,NA,0,NA,0,NA
"2327",2022-05-13,"Shed 4",4557,35,53,30,29,79,2,252,12,NA,NA,NA,0,NA,0,NA
"2328",2022-05-14,"Shed 4",4557,30,38,30,20,67,2,271,6,NA,NA,NA,0,NA,0,NA
"2329",2022-05-15,"Shed 4",4557,36,47,30,33,89,1,316,5,NA,NA,NA,0,NA,0,NA
"2330",2022-05-16,"Shed 4",4557,48,59,36,39,70,2,296,10,NA,NA,NA,0,NA,0,NA
"2331",2022-05-17,"Shed 4",4557,45,59,45,33,62,1,310,3,NA,NA,NA,0,NA,0,NA
"2332",2022-05-18,"Shed 4",4557,33,55,33,27,79,0,235,3,NA,NA,NA,0,NA,0,NA
"2333",2022-05-19,"Shed 4",4557,37,52,33,20,49,4,204,17,NA,NA,NA,0,NA,0,NA
"2334",2022-05-20,"Shed 4",4557,32,37,32,31,97,0,NA,2,NA,NA,NA,0,NA,0,NA
"2335",2022-05-21,"Shed 4",4557,31,42,30,30,94,1,330,2,NA,NA,NA,0,NA,0,NA
"2336",2022-05-22,"Shed 4",4557,25,45,25,23,91,0,324,1,NA,NA,NA,0,NA,0,NA
"2337",2022-05-23,"Shed 4",4557,29,53,25,26,88,0,NA,4,NA,NA,NA,0,NA,0,NA
"2338",2022-05-24,"Shed 4",4557,33,55,29,30,88,0,328,2,NA,NA,NA,0,NA,0,NA
"2339",2022-05-25,"Shed 4",4557,44,55,33,35,71,1,219,7,NA,NA,NA,0,NA,0,NA
"2340",2022-05-26,"Shed 4",4557,34,50,34,32,94,0,265,3,NA,NA,NA,0,NA,0,NA
"2341",2022-05-27,"Shed 4",4557,42,62,34,40,94,1,332,2,NA,NA,NA,0,NA,0,NA
"2342",2022-05-28,"Shed 4",4557,41,54,41,39,93,1,313,4,NA,NA,NA,0,NA,0,NA
"2343",2022-05-29,"Shed 4",4557,32,51,32,31,94,0,NA,2,NA,NA,NA,0,NA,0,NA
"2344",2022-05-30,"Shed 4",4557,43,53,32,35,73,2,273,8,NA,NA,NA,0,NA,0,NA
"2345",2022-05-31,"Shed 4",4557,36,48,36,33,87,2,339,4,NA,NA,NA,0,NA,0,NA
"2346",2021-10-14,"Shed 7",6095,24,27,24,22,91,0,NA,0,NA,NA,NA,0,NA,149.5,NA
"2347",2021-10-15,"Shed 7",6095,28,28,24,27,97,0,NA,0,NA,NA,NA,-148.9,NA,0.6,NA
"2348",2021-10-16,"Shed 7",6095,38,38,28,27,65,0,NA,0,NA,NA,NA,0.5,NA,1.1,NA
"2349",2021-10-17,"Shed 7",6095,50,52,38,23,35,0,NA,0,NA,NA,NA,-0.8,NA,0.3,NA
"2350",2021-10-18,"Shed 7",6095,48,60,48,23,37,0,NA,0,NA,NA,NA,148.2,NA,148.5,NA
"2351",2021-10-19,"Shed 7",6095,30,52,30,30,98,0,NA,0,NA,NA,NA,0,NA,148.5,NA
"2352",2021-10-20,"Shed 7",6095,37,44,29,27,67,0,NA,0,NA,NA,NA,-123.2,NA,25.3,NA
"2353",2021-10-21,"Shed 7",6095,33,50,33,32,94,0,NA,0,NA,NA,NA,123.8,NA,149.1,NA
"2354",2021-10-22,"Shed 7",6095,46,47,32,31,56,0,NA,0,NA,NA,NA,-148.9,NA,0.2,NA
"2355",2021-10-23,"Shed 7",6095,31,57,31,31,98,0,NA,0,NA,NA,NA,-0.1,NA,0.1,NA
"2356",2021-10-24,"Shed 7",6095,31,32,30,30,96,0,NA,0,NA,NA,NA,10.2,NA,10.3,NA
"2357",2021-10-25,"Shed 7",6095,39,39,31,35,84,0,NA,0,NA,NA,NA,-9.8,NA,0.5,NA
"2358",2021-10-26,"Shed 7",6095,32,39,30,27,82,0,NA,0,NA,NA,NA,-0.3,NA,0.2,NA
"2359",2021-10-27,"Shed 7",6095,30,32,30,29,95,0,NA,0,NA,NA,NA,0,NA,0.2,NA
"2360",2021-10-28,"Shed 7",6095,30,31,29,25,80,0,NA,0,NA,NA,NA,0,NA,0.2,NA
"2361",2021-10-29,"Shed 7",6095,42,43,29,42,98,0,NA,0,NA,NA,NA,-0.1,NA,0.1,NA
"2362",2021-10-30,"Shed 7",6095,21,44,21,20,95,0,NA,0,NA,NA,NA,9,NA,9.1,NA
"2363",2021-11-02,"Shed 7",6095,36,37,28,18,48,0,NA,0,NA,NA,NA,-8.7,NA,0.4,NA
"2364",2021-11-07,"Shed 7",6095,22,23,22,20,92,0,NA,0,NA,NA,NA,4.6,NA,5,NA
